Species name,Full name,Family,Subfamily,Genus,Species,ID,Voucher,Dataset,COI-barcode,COI-3',nuclear,voucher_identical,ArgKin,CAD,DDC,EF-1a,GAPDH,H3,IDH,MDH,RpS2,RpS5,wingless,Remarks
Plebejus bellieri,"Plebejus bellieri (Oberthür, 1910)",Lycaenidae,Polyommatinae,Plebejus,bellieri,WMB1512-13,RV12O113,Lycaenidae,MH419883,,FALSE,#N/A,,,,,,,,,,,,
Plebejus idas,"Plebejus idas (Linnaeus, 1760)",Lycaenidae,Polyommatinae,Plebejus,idas,NGK02C411,NGK02C411,Lycaenidae,GQ128973,GQ128973,TRUE,TRUE,,GQ128591,,GQ128662,,GQ128764,,,,,GQ128871,
Polygonia c-album,"Polygonia c-album (Linnaeus, 1758)",Nymphalidae,Nymphalinae,Polygonia,c-album,NW70-3,NW70-3,Nymphalinae,AY090222,AY090222,TRUE,TRUE,,HQ734879,MN752821,AY090188,FJ639514,,HQ735006,HQ735028,,FJ639569,AY090154,
Polygonia egea,"Polygonia egea (Cramer, 1775)",Nymphalidae,Nymphalinae,Polygonia,egea,NW77-15,NW77-15,Nymphalinae,AY248800,AY248800,TRUE,TRUE,MN752828,MN752810,,AY248825,FJ639520,,,MN752746,,FJ639575,AY248838,
Polyommatus admetus,"Polyommatus admetus (Esper, 1783)",Lycaenidae,Polyommatinae,Polyommatus,admetus,AgrAdm,VL03F903,Lycaenidae,EF104617,EF104617,FALSE,TRUE,,,,,,,,,,,,
Polyommatus amandus,"Polyommatus amandus (Schneider, 1792)",Lycaenidae,Polyommatinae,Polyommatus,amandus,NK00P596,NK00P596,Lycaenidae,JX093481,JX093481,TRUE,FALSE,,JX093247,,JX093280,,JX093321,,,,,JX093431,
Polyommatus aroaniensis,"Polyommatus aroaniensis (Brown, 1976)",Lycaenidae,Polyommatinae,Polyommatus,aroaniensis,JC00040,JC00040,Lycaenidae,AY556856,,FALSE,#N/A,,,,,,,,,,,,
Polyommatus celina,"Polyommatus celina (Austaut, 1879)",Lycaenidae,Polyommatinae,Polyommatus,celina,BA09010,BA09010,Lycaenidae,GU559737,GU559737,FALSE,TRUE,,,,,,,,,,,,
Polyommatus damocles,"Polyommatus damocles (Herrich-Schäffer, 1844)",Lycaenidae,Polyommatinae,Polyommatus,damocles,NK00P103,NK00P103,Lycaenidae,AY496727,AY496727,TRUE,TRUE,,JX093240,,AY496839,,JX093331,,,,,JX093426,
Polyommatus damon,"Polyommatus damon ([Denis & Schiffermüller], 1775)",Lycaenidae,Polyommatinae,Polyommatus,damon,MAT99Q841,MAT99Q841,Lycaenidae,AY496732,AY496732,TRUE,TRUE,,GQ128559,,AY496835,,GQ128733,,,,,GQ128841,
Polyommatus damone,"Polyommatus damone (Eversmann, 1841)",Lycaenidae,Polyommatinae,Polyommatus,damone,PolDam,VL01B184,Lycaenidae,AY496735,AY496735,FALSE,TRUE,,,,,,,,,,,,
Polyommatus daphnis,"Polyommatus daphnis ([Denis & Schiffermüller], 1775)",Lycaenidae,Polyommatinae,Polyommatus,daphnis,PolDap,NK00P108,Lycaenidae,AY496810,AY496810,TRUE,TRUE,,,,AY496845,,JX093329,,,,,JX093424,
Polyommatus dolus,"Polyommatus dolus (Hübner, 1823)",Lycaenidae,Polyommatinae,Polyommatus,dolus,Poldol,MAT99Q923,Lycaenidae,AY496740,AY496740,TRUE,TRUE,,,,AY496833,,,,,,,,
Polyommatus dorylas,"Polyommatus dorylas ([Denis & Schiffermüller], 1775)",Lycaenidae,Polyommatinae,Polyommatus,dorylas,GWORA2454-09,BC_ZSM_Lep_30666,Lycaenidae,HQ957210,,TRUE,FALSE,,JX093248,,AY496831,,JX093336,,,,,JX093420,
Polyommatus eros,"Polyommatus eros (Ochsenheimer, 1808)",Lycaenidae,Polyommatinae,Polyommatus,eros,ILL011,ILL011,Lycaenidae,EU597132,,TRUE,FALSE,,,,JX495367,,,,,,,,
Polyommatus escheri,"Polyommatus escheri (Hübner, 1823)",Lycaenidae,Polyommatinae,Polyommatus,escheri,MAT99Q838,MAT99Q838,Lycaenidae,JX093465,JX093465,TRUE,TRUE,,JX093241,,JX093296,,JX093350,,,,,JX093425,
Polyommatus fabressei,"Polyommatus fabressei (Oberthür, 1910)",Lycaenidae,Polyommatinae,Polyommatus,fabressei,MAT99Q972,MAT99Q972,Lycaenidae,HM210165,HM210165,FALSE,TRUE,,,,,,,,,,,,
Polyommatus fulgens,"Polyommatus fulgens (Sagarra, 1925)",Lycaenidae,Polyommatinae,Polyommatus,fulgens,PolFul,MAT99Q910,Lycaenidae,AY496746,AY496746,FALSE,TRUE,,,,,,,,,,,,
Polyommatus golgus,"Polyommatus golgus (Hübner, 1813)",Lycaenidae,Polyommatinae,Polyommatus,golgus,MT08032,MT08032,Lycaenidae,GU559744,GU559744,FALSE,TRUE,,,,,,,,,,,,
Polyommatus humedasae,"Polyommatus humedasae (Toso & Balletto, 1976)",Lycaenidae,Polyommatinae,Polyommatus,humedasae,RE07G203,RE07G203,Lycaenidae,HM210170,HM210170,FALSE,TRUE,,,,,,,,,,,,
Polyommatus icarus,"Polyommatus icarus (Rottemburg, 1775)",Lycaenidae,Polyommatinae,Polyommatus,icarus,NK00P562,NK00P562,Lycaenidae,AY496817,AY496817,TRUE,TRUE,,GQ128611,,AY496846,,GQ128784,,,,,GQ128891,
Polyommatus iphigenia,"Polyommatus iphigenia (Herrich-Schäffer, 1847)",Lycaenidae,Polyommatinae,Polyommatus,iphigenia,Poliph,VL01Q138,Lycaenidae,AY496757,AY496757,FALSE,TRUE,,,,,,,,,,,,
Polyommatus nephohiptamenos,"Polyommatus nephohiptamenos (Brown & Coutsis, 1978)",Lycaenidae,Polyommatinae,Polyommatus,nephohiptamenos,JC00045,JC00045,Lycaenidae,AY556859,,FALSE,#N/A,,,,,,,,,,,,
Polyommatus nivescens,"Polyommatus nivescens (Keferstein, 1851)",Lycaenidae,Polyommatinae,Polyommatus,nivescens,MAT99Q904,MAT99Q904,Lycaenidae,JX093496,JX093496,TRUE,TRUE,,JX093249,,JX093286,,JX093333,,,,,JX093421,
Polyommatus orphicus,"Polyommatus orphicus Kolev, 2005",Lycaenidae,Polyommatinae,Polyommatus,orphicus,ZK06001,ZK06001,Lycaenidae,MN829495,MN829495,FALSE,TRUE,,,,,,,,,,,,
Polyommatus ripartii,"Polyommatus ripartii (Freyer, 1830)",Lycaenidae,Polyommatinae,Polyommatus,ripartii,NK00P859,NK00P859,Lycaenidae,AY496779,AY496779,TRUE,TRUE,,JX093237,,AY496834,,JX093362,,,,,JX093429,
Polyommatus thersites,"Polyommatus thersites (Cantener, 1835)",Lycaenidae,Polyommatinae,Polyommatus,thersites,AD00P019,AD00P019,Lycaenidae,JX093455,JX093455,TRUE,TRUE,,JX093250,,JX093291,,JX093320,,,,,JX093436,
Polyommatus timfristos,"Polyommatus timfristos Lukhtanov, Vishnevskaya & Shapoval, 2016",Lycaenidae,Polyommatinae,Polyommatus,timfristos,LR-08-D247,LR-08-D247,Lycaenidae,KY066725,,FALSE,#N/A,,,,,,,,,,,,
Polyommatus violetae,"Polyommatus violetae (Gómez-Bustillo, Expósito & Martínez, 1979)",Lycaenidae,Polyommatinae,Polyommatus,violetae,RVcoll.08H299,RV08H299,Lycaenidae,HM210175,HM210175,FALSE,TRUE,,,,,,,,,,,,
Pontia callidice,"Pontia callidice (Hübner, 1800)",Pieridae,Pierinae,Pontia,callidice,AF-94-A003,2005-LOWA-629,Pieridae,FJ664003,KM046831,TRUE,FALSE,,KM046551,,AY870548,KM046900,,KM046785,,,KM046660,KM046589,
Pontia chloridice,"Pontia chloridice (Hübner, 1813)",Pieridae,Pierinae,Pontia,chloridice,PR07002,PR07002,Pieridae,KC462823,KC462823,TRUE,FALSE,,,,JX495369,,,,,,,,
Pontia daplidice,"Pontia daplidice (Linnaeus, 1758)",Pieridae,Pierinae,Pontia,daplidice,BT05001,BT05001,Pieridae,KC462827,KC462827,TRUE,FALSE,,,,MN829473,,,,,,,,
Pontia edusa,"Pontia edusa (Fabricius, 1777)",Pieridae,Pierinae,Pontia,edusa,DG06001,DG06001,Pieridae,KC462854,KC462854,TRUE,FALSE,,,,MN829474,,,,,,,,
Praephilotes anthracias,"Praephilotes anthracias (Christoph, 1877)",Lycaenidae,Polyommatinae,Praephilotes,anthracias,ILL_144,ILL_144,Lycaenidae,KF647243,,TRUE,TRUE,,,,KJ698661,,,,,,,,
Proterebia phegea,"Proterebia phegea (Borkhausen, 1788)",Nymphalidae,Satyrinae,Proterebia,phegea,NW143-7,NW143-7,Satyrinae2,GQ357221,GQ357221,TRUE,TRUE,,,,GQ357288,GQ357460,,,,,GQ357590,GQ357353,
Pseudochazara amalthea,"Pseudochazara amalthea (Frivaldszky, 1845)",Nymphalidae,Satyrinae,Pseudochazara,amalthea,LA86,LA86,Satyrinae2,KU499975,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara amymone,"Pseudochazara amymone Brown, 1976",Nymphalidae,Satyrinae,Pseudochazara,amymone,LA94,LA94,Satyrinae2,KU499981,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara anthelea,"Pseudochazara anthelea (Hübner, 1824)",Nymphalidae,Satyrinae,Pseudochazara,anthelea,BPAL047-10,RPVL-00047,Satyrinae2,HM404669,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara cingovskii,"Pseudochazara cingovskii (Gross, 1973)",Nymphalidae,Satyrinae,Pseudochazara,cingovskii,LA24,LA24,Satyrinae2,KU499961,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara euxina,"Pseudochazara euxina (Kuznetsov, 1909)",Nymphalidae,Satyrinae,Pseudochazara,euxina,EULEP451-14,KN00813,Satyrinae2,EULEP451-14,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara geyeri,"Pseudochazara geyeri (Herrich-Schäffer, 1846)",Nymphalidae,Satyrinae,Pseudochazara,geyeri,LA75,LA75,Satyrinae2,KU499964,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara graeca,"Pseudochazara graeca (Staudinger, 1870)",Nymphalidae,Satyrinae,Pseudochazara,graeca,LA77,LA77,Satyrinae2,KU499966,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara mercurius,"Pseudochazara mercurius (Staudinger, 1887)",Nymphalidae,Satyrinae,Pseudochazara,mercurius,2005-LOWA-680,2005-LOWA-680,Satyrinae2,FJ664020,,TRUE,FALSE,,,,KM200202,,,,,,,KM200297,
Pseudochazara orestes,"Pseudochazara orestes De Prins & van der Poorten, 1981",Nymphalidae,Satyrinae,Pseudochazara,orestes,LA76,LA76,Satyrinae2,KU499965,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara tisiphone,"Pseudochazara tisiphone Brown, [1981]",Nymphalidae,Satyrinae,Pseudochazara,tisiphone,LA80,LA80,Satyrinae2,KU499969,,FALSE,#N/A,,,,,,,,,,,,
Pseudochazara williamsi,"Pseudochazara williamsi (Romei, 1927)",Nymphalidae,Satyrinae,Pseudochazara,williamsi,RVcoll.08-L140,RV08L140,Satyrinae2,GU676410,,FALSE,#N/A,,,,,,,,,,,,
Pseudophilotes abencerragus,"Pseudophilotes abencerragus (Pierret, 1837)",Lycaenidae,Polyommatinae,Pseudophilotes,abencerragus,RV08H435,RV08H435,Lycaenidae,JF262049,JF262049,TRUE,TRUE,,,,JF271998,,HQ917989,,,,,HQ918019,
Pseudophilotes barbagiae,"Pseudophilotes barbagiae De Prins & van der Poorten, 1982",Lycaenidae,Polyommatinae,Pseudophilotes,barbagiae,WMB1158-13,RV11E512,Lycaenidae,MH235167,,FALSE,#N/A,,,,,,,,,,,,
Pseudophilotes baton,"Pseudophilotes baton (Bergsträsser, 1779)",Lycaenidae,Polyommatinae,Pseudophilotes,baton,MAT99Q857,MAT99Q829,Lycaenidae,AY675416,AY675416,TRUE,FALSE,,,,AY675369,,HQ917986,,,,,HQ918016,
Pseudophilotes bavius,"Pseudophilotes bavius (Eversmann, 1832)",Lycaenidae,Polyommatinae,Pseudophilotes,bavius,AD00P155,AD00P155,Lycaenidae,AY675405,AY675405,TRUE,TRUE,,,,AY675358,,HQ917987,,,,,HQ918017,
Pseudophilotes panoptes,"Pseudophilotes panoptes (Hübner, 1813)",Lycaenidae,Polyommatinae,Pseudophilotes,panoptes,RV06H852,RV06H852,Lycaenidae,JF262060,JF262060,TRUE,TRUE,,,,JF271997,,HQ917990,,,,,HQ918020,
Pseudophilotes vicrama,"Pseudophilotes vicrama (Moore, 1865)",Lycaenidae,Polyommatinae,Pseudophilotes,vicrama,NK00P753,NK00P753,Lycaenidae,AY675421,AY675421,TRUE,TRUE,,,,AY675374,,HQ917988,,,,,HQ918018,
Pyrgus alveus,"Pyrgus alveus (Hübner, 1803)",Hesperiidae,Pyrginae,Pyrgus,alveus,RV08M586,RV08M586,Pyrginae,HQ005094,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus andromedae,"Pyrgus andromedae (Wallengren, 1853)",Hesperiidae,Pyrginae,Pyrgus,andromedae,PHLAC706-10,TLMF_Lep_02741,Pyrginae,JF860261,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus armoricanus,"Pyrgus armoricanus (Oberthür, 1910)",Hesperiidae,Pyrginae,Pyrgus,armoricanus,RV07D534,RV07D534,Pyrginae,HQ005104,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus cacaliae,"Pyrgus cacaliae (Rambur, 1839)",Hesperiidae,Pyrginae,Pyrgus,cacaliae,RVcoll.08-M576,RV08M576,Pyrginae,HQ005124,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus carlinae,"Pyrgus carlinae (Rambur, 1839)",Hesperiidae,Pyrginae,Pyrgus,carlinae,WMB1594-13,WMB1594-13,Pyrginae,MN145233,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus carthami,"Pyrgus carthami (Hübner, 1813)",Hesperiidae,Pyrginae,Pyrgus,carthami,RE07G218,RE07G218,Pyrginae,PRJNA432311,PRJNA432311,TRUE,TRUE,,PRJNA432311,,PRJNA432311,PRJNA432311,,PRJNA432311,PRJNA432311,PRJNA432311,PRJNA432311,PRJNA432311,
Pyrgus centaureae,"Pyrgus centaureae (Rambur, 1839)",Hesperiidae,Pyrginae,Pyrgus,centaureae,NHMO-06035,NHMO-06035,Pyrginae,KX050114,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus cinarae,"Pyrgus cinarae (Rambur, 1839)",Hesperiidae,Pyrginae,Pyrgus,cinarae,RV08P504,RV08P504,Pyrginae,JF283337,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus cirsii,"Pyrgus cirsii (Rambur, 1839)",Hesperiidae,Pyrginae,Pyrgus,cirsii,RV06J002,RV06J002,Pyrginae,GU676777,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus foulquieri,"Pyrgus foulquieri (Oberthür, 1910)",Hesperiidae,Pyrginae,Pyrgus,foulquieri,RVcoll.07-W205,RV07W205,Pyrginae,KP871172,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus malvae,"Pyrgus malvae (Linnaeus, 1758)",Hesperiidae,Pyrginae,Pyrgus,malvae,MM00034,MM00034,Pyrginae,GU828583,GU828382,TRUE,TRUE,,GU828085,,GU828922,GU829744,,GU829972,GU830296,,GU830600,GU829483,
Pyrgus malvoides,"Pyrgus malvoides (Elwes & Edwards, 1897)",Hesperiidae,Pyrginae,Pyrgus,malvoides,RV06J009,RV06J009,Pyrginae,GU676779,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus onopordi,"Pyrgus onopordi (Rambur, 1839)",Hesperiidae,Pyrginae,Pyrgus,onopordi,RV06A043,RV06A043,Pyrginae,GU676830,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus serratulae,"Pyrgus serratulae (Rambur, 1839)",Hesperiidae,Pyrginae,Pyrgus,serratulae,RV06A260,RV06A260,Pyrginae,GU676821,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus sidae,"Pyrgus sidae (Esper, 1784)",Hesperiidae,Pyrginae,Pyrgus,sidae,RV08R494,RV08R494,Pyrginae,JF283380,,FALSE,#N/A,,,,,,,,,,,,
Pyrgus warrenensis,"Pyrgus warrenensis (Verity, 1928)",Hesperiidae,Pyrginae,Pyrgus,warrenensis,GWORL193-09,BC_ZSM_Lep_18599,Pyrginae,GU687045,,FALSE,#N/A,,,,,,,,,,,,
Pyronia bathseba,"Pyronia bathseba (Fabricius, 1793)",Nymphalidae,Satyrinae,Pyronia,bathseba,RV-03-H546,RV03H546,Satyrinae2,DQ338841,DQ338841,TRUE,TRUE,,,,DQ338991,,,,,,,DQ338704,
Pyronia cecilia,"Pyronia cecilia (Vallantin, 1894)",Nymphalidae,Satyrinae,Pyronia,cecilia,EW4-2,EW4-2,Satyrinae2,KR138754,KR138754,TRUE,TRUE,,,,DQ338992,GQ357461,,,,,GQ357591,DQ338705,
Pyronia tithonus,"Pyronia tithonus (Linnaeus, 1771)",Nymphalidae,Satyrinae,Pyronia,tithonus,NW177-13,NW177-13,Satyrinae2,MN752731,MN752731,FALSE,TRUE,,,,,,,,,,,,
Satyrium acaciae,"Satyrium acaciae (Fabricius, 1787)",Lycaenidae,Theclinae,Satyrium,acaciae,RV08M378,RV08M378,Lycaenidae,HQ005162,,TRUE,FALSE,,,,KM211589,,,,,,,,
Satyrium esculi,"Satyrium esculi (Hübner, 1804)",Lycaenidae,Theclinae,Satyrium,esculi,MW01027,MW01027,Lycaenidae,AY556950,,FALSE,#N/A,,,,,,,,,,,,
Satyrium ilicis,"Satyrium ilicis (Esper, 1779)",Lycaenidae,Theclinae,Satyrium,ilicis,RV06M907,RV06M907,Lycaenidae,HQ005168,,FALSE,#N/A,,,,,,,,,,,,
Satyrium ledereri,"Satyrium ledereri (Boisduval, 1848)",Lycaenidae,Theclinae,Satyrium,ledereri,EULEP5112-17,RVcoll16J867,Lycaenidae,EULEP5112-17,,FALSE,#N/A,,,,,,,,,,,,
Satyrium pruni,"Satyrium pruni (Linnaeus, 1758)",Lycaenidae,Theclinae,Satyrium,pruni,SatPru,SatPru,Lycaenidae,GU372540,GU372540,TRUE,TRUE,,,,GU372631,,,,,,,,
Satyrium spini,"Satyrium spini ([Denis & Schiffermüller], 1775)",Lycaenidae,Theclinae,Satyrium,spini,RV07E671,RV07E671,Lycaenidae,HQ005186,,TRUE,FALSE,,,,KM211587,,,,,,,,
Satyrium w-album,"Satyrium w-album (Knoch, 1782)",Lycaenidae,Theclinae,Satyrium,w-album,MM18672,MM18672,Lycaenidae,KT782725,,TRUE,FALSE,,,,GU372659,,,,,,,,
Satyrus actaea,"Satyrus actaea (Esper, 1781)",Nymphalidae,Satyrinae,Satyrus,actaea,NW162-21,NW162-21,Satyrinae2,GQ864807,GQ864807,TRUE,TRUE,,GQ864709,,GQ864901,GQ865030,,GQ865146,GQ865262,,GQ865494,GQ864495,
Satyrus ferula,"Satyrus ferula (Fabricius, 1793)",Nymphalidae,Satyrinae,Satyrus,ferula,EW26-21,EW26-21,Satyrinae2,DQ338872,DQ338872,TRUE,TRUE,,,,DQ339030,,,,,,,DQ338739,
Satyrus virbius,"Satyrus virbius Herrich-Schäffer, 1844",Nymphalidae,Satyrinae,Satyrus,virbius,EULEP3136-15,RVcoll.14-O269,Satyrinae2,EULEP3136-15,,FALSE,#N/A,,,,,,,,,,,,
Scolitantides orion,"Scolitantides orion (Pallas, 1771)",Lycaenidae,Polyommatinae,Scolitantides,orion,VL02L518,VL02L518,Lycaenidae,AY675441,AY675441,TRUE,TRUE,,,,AY675394,,,,,,,HQ918021,
Speyeria aglaja,"Speyeria aglaja (Linnaeus, 1758)",Nymphalidae,Heliconiinae,Speyeria,aglaja,NW76-15,NW76-15,Heliconiinae_Limenitidinae,DQ922860,DQ922860,TRUE,TRUE,,,,DQ922892,KY773399,,,,MN752814,KY773504,DQ922828,
Spialia orbifer,"Spialia orbifer (Hübner, 1823)",Hesperiidae,Pyrginae,Spialia,orbifer,RV07D138,RV07D138,Pyrginae,HQ005210,,TRUE,FALSE,,,,,,,,,,,KU905665,
Spialia phlomidis,"Spialia phlomidis (Herrich-Schäffer, 1845)",Hesperiidae,Pyrginae,Spialia,phlomidis,RV07C520,RV07C520,Pyrginae,KU905402,,FALSE,#N/A,,,,,,,,,,,,
Spialia rosae,"Spialia rosae Hernández-Roldán, Dapporto, Dincă, Vicente & Vila, 2016",Hesperiidae,Pyrginae,Spialia,rosae,RV10A098,RV10A098,Pyrginae,KU905577,,TRUE,FALSE,,,,,,,,,,,KU905703,
Spialia sertorius,"Spialia sertorius (Hoffmansegg, 1804)",Hesperiidae,Pyrginae,Spialia,sertorius,390-ADW,390ADW,Pyrginae,KY019900,EU364381,TRUE,TRUE,KX947221,KY045722,,EU364176,KY027678,,KY027920,KY028191,KY028438,KY028701,EU363983,
Spialia therapne,"Spialia therapne (Rambur, 1832)",Hesperiidae,Pyrginae,Spialia,therapne,RV09T179,RV09T179,Pyrginae,KU905582,,TRUE,FALSE,,,,,,,,,,,KU905688,
Tarucus balkanicus,"Tarucus balkanicus (Freyer, 1844)",Lycaenidae,Polyommatinae,Tarucus,balkanicus,NIBGE-BUT-00240,NIBGE-BUT-00240,Lycaenidae,KC158463,,TRUE,FALSE,,,,KJ671874,,,,,,,,
Tarucus theophrastus,"Tarucus theophrastus (Fabricius, 1793)",Lycaenidae,Polyommatinae,Tarucus,theophrastus,MW02025,MW02025,Lycaenidae,AY556974,,FALSE,#N/A,,,,,,,,,,,,
Thecla betulae,"Thecla betulae (Linnaeus, 1758)",Lycaenidae,Theclinae,Thecla,betulae,TheBet,TheBet,Lycaenidae,GU372599,GU372599,TRUE,TRUE,,,,GU372690,,,,,,,,
Thymelicus acteon,"Thymelicus acteon (Rottemburg, 1775)",Hesperiidae,Hesperiinae,Thymelicus,acteon,RV08M549,RV08M549,Hesperiinae,HQ005219,,FALSE,#N/A,,,,,,,,,,,,
Thymelicus christi,"Thymelicus christi Rebel, 1894",Hesperiidae,Hesperiinae,Thymelicus,christi,XM14004,XM14004,Hesperiinae,MN829496,MN829496,FALSE,TRUE,,,,,,,,,,,,
Thymelicus hyrax,"Thymelicus hyrax (Lederer, 1861)",Hesperiidae,Hesperiinae,Thymelicus,hyrax,IRANB192-08,VNLEP00004,Hesperiinae,IRANB192-08,,FALSE,#N/A,,,,,,,,,,,,
Thymelicus lineola,"Thymelicus lineola (Ochsenheimer, 1808)",Hesperiidae,Hesperiinae,Thymelicus,lineola,MM03333,MM03333,Hesperiinae,JN204962,JN204962,TRUE,TRUE,,JN204935,,JN204978,JN204987,,JN205002,JN205020,,JN205029,JN204920,
Thymelicus sylvestris,"Thymelicus sylvestris (Poda, 1761)",Hesperiidae,Hesperiinae,Thymelicus,sylvestris,RE04C201,RE04C201,Hesperiinae,PRJNA432311,PRJNA432311,TRUE,TRUE,,PRJNA432311,,PRJNA432311,PRJNA432311,,PRJNA432311,PRJNA432311,PRJNA432311,PRJNA432311,PRJNA432311,
Tomares ballus,"Tomares ballus (Fabricius, 1787)",Lycaenidae,Theclinae,Tomares,ballus,RV00Q028,RV00Q028,Lycaenidae,KT286572,KT286572,TRUE,TRUE,,KT286378,,KT286264,,KT286703,,,,,KT286081,
Tomares callimachus,"Tomares callimachus (Eversmann, 1848)",Lycaenidae,Theclinae,Tomares,callimachus,ILL_153,ILL_153,Lycaenidae,KF647240,,FALSE,#N/A,,,,,,,,,,,,
Tomares nogelii,"Tomares nogelii (Herrich-Schäffer, 1851)",Lycaenidae,Theclinae,Tomares,nogelii,TOMAR093-09,DNAwth_Tomares_093,Lycaenidae,HM385171,,FALSE,#N/A,,,,,,,,,,,,
Tongeia fischeri,"Tongeia fischeri (Eversmann, 1843)",Lycaenidae,Polyommatinae,Tongeia,fischeri,NK00P594,NK00P594,Lycaenidae,GQ129010,GQ129010,TRUE,TRUE,,GQ128629,,GQ128698,,GQ128802,,,,,GQ128909,
Turanana taygetica,"Turanana taygetica (Rebel, 1902)",Lycaenidae,Polyommatinae,Turanana,taygetica,ZF-LY-000088,RVcoll.14-G084,Lycaenidae,EULEP1414-15,,TRUE,FALSE,,,,JF271999,,HQ917994,,,,,HQ918024,
Vanessa atalanta,"Vanessa atalanta (Linnaeus, 1758)",Nymphalidae,Nymphalinae,Vanessa,atalanta,NW63-21,NW63-21,Nymphalinae,AY090221,AY090221,TRUE,TRUE,GQ864589,GQ864722,MN752819,AY090187,GQ865045,,GQ865155,GQ865275,,GQ865508,AF412772,
Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",Nymphalidae,Nymphalinae,Vanessa,cardui,NW74-7,NW74-7,Nymphalinae,HQ734908,HQ734908,TRUE,TRUE,HQ734851,HQ734873,MN752822,HQ734947,HQ734971,,HQ734993,HQ735015,,HQ735047,HQ734838,
Vanessa virginiensis,"Vanessa virginiensis (Drury, 1773)",Nymphalidae,Nymphalinae,Vanessa,virginiensis,NW77-16,NW77-16,Nymphalinae,AY248783,AY248783,TRUE,TRUE,HQ734853,,KM013309,AY248808,HQ734973,,HQ734995,,,HQ735049,AY248827,
Vanessa vulcania,"Vanessa vulcania Godart, 1819",Nymphalidae,Nymphalinae,Vanessa,vulcania,NW77-13,NW77-13,Nymphalinae,HQ734911,HQ734911,TRUE,FALSE,HQ734852,HQ734874,MN752823,MN829475,HQ734972,,HQ734994,HQ735016,,HQ735048,HQ734839,
Ypthima asterope,"Ypthima asterope (Klug, 1832)",Nymphalidae,Satyrinae,Ypthima,asterope,F18,F18,Satyrinae2,GU012510,,TRUE,FALSE,,,,AY509110,,,,,,,,EF-1a substituted by Y. doleta
Zegris eupheme,"Zegris eupheme (Esper, 1804)",Pieridae,Pierinae,Zegris,eupheme,RV-08-H240,2005-LOWA-842,Pieridae,FJ664085,,TRUE,FALSE,,KM046561,,AY870559,KM046910,,KM046795,KM046730,,KM046667,KM046596,
Zegris pyrothoe,"Zegris pyrothoe (Eversmann, 1832)",Pieridae,Pierinae,Zegris,pyrothoe,2005-LOWA-799,2005-LOWA-799,Pieridae,FJ664093,,FALSE,#N/A,,,,,,,,,,,,
Zerynthia cassandra,"Zerynthia cassandra (Geyer, [1828])",Papilionidae,Parnassiinae,Zerynthia,cassandra,ZerCas,isolate_1043,Papilionidae,KC119707,DQ875939,TRUE,FALSE,,,,,,,,,,,KC119743,
Zerynthia caucasica,"Zerynthia caucasica (Lederer, 1864)",Papilionidae,Parnassiinae,Zerynthia,caucasica,FS-2046,FS-2046,Papilionidae,DQ351042,,TRUE,TRUE,,,,DQ351122,,,,,,,DQ351149,
Zerynthia cerisy,"Zerynthia cerisy (Godart, 1824)",Papilionidae,Parnassiinae,Zerynthia,cerisy,FS-a-342,FS-a-342,Papilionidae,AF170869,AF170869,TRUE,TRUE,,,,AF173409,,,,,,,DQ351146,
Zerynthia cretica,"Zerynthia cretica (Rebel, 1904)",Papilionidae,Parnassiinae,Zerynthia,cretica,FS-b-2038,FS-b-2038,Papilionidae,DQ351041,,TRUE,TRUE,,,,DQ351121,,,,,,,DQ351148,
Zerynthia polyxena,"Zerynthia polyxena ([Denis & Schiffermüller], 1775)",Papilionidae,Parnassiinae,Zerynthia,polyxena,FS-b-1596,FS-b-1596,Papilionidae,DQ351039,DQ351039,TRUE,TRUE,,,,DQ351119,,,,,,,DQ351145,
Zerynthia rumina,"Zerynthia rumina (Linnaeus, 1758)",Papilionidae,Parnassiinae,Zerynthia,rumina,FS-a-88,FS-a-88,Papilionidae,AF170870,AF170870,TRUE,TRUE,,,,AF173410,,,,,,,DQ351144,
